driver_age,vehicle_value,vehicle_age,annual_mileage,region,driving_experience,claim_count,claim_cost,pure_premium
31,7974.37,1,31120,central,13,0,0.0,0.0
46,13335.31,12,9552,south,28,0,0.0,0.0
70,25418.27,15,22645,central,52,0,0.0,0.0
34,13719.56,4,18336,north,16,0,0.0,0.0
50,20429.91,8,37324,south,32,1,801.46,801.46
41,15343.33,9,42782,north,23,0,0.0,0.0
54,18323.23,19,38852,east,36,0,0.0,0.0
50,24746.43,5,27856,north,32,0,0.0,0.0
41,9029.33,15,44474,south,23,0,0.0,0.0
36,8845.81,11,28768,west,18,0,0.0,0.0
42,13028.05,10,10606,east,24,0,0.0,0.0
74,38837.33,14,28520,north,56,0,0.0,0.0
28,45053.24,4,35636,north,10,0,0.0,0.0
60,13095.17,1,16287,south,42,0,0.0,0.0
46,15796.32,1,48172,west,28,0,0.0,0.0
45,13337.18,13,38438,west,27,0,0.0,0.0
35,6967.18,4,34469,central,17,0,0.0,0.0
32,15830.44,1,19553,south,14,0,0.0,0.0
40,12866.88,12,12154,east,22,0,0.0,0.0
32,17817.11,15,28874,central,14,0,0.0,0.0
34,16302.85,18,20122,south,16,0,0.0,0.0
54,33871.65,12,13092,west,36,0,0.0,0.0
30,17959.62,20,37745,north,12,1,429.37,429.37
61,9894.52,3,36089,central,43,1,414.0,414.0
32,13278.63,13,41596,west,14,0,0.0,0.0
26,26876.15,3,25664,west,8,0,0.0,0.0
25,22197.93,3,20757,north,7,0,0.0,0.0
25,15848.79,14,20911,north,7,1,331.88,331.88
27,20826.08,15,17917,east,9,0,0.0,0.0
50,22178.97,17,20495,north,32,0,0.0,0.0
74,16066.22,16,41273,east,56,0,0.0,0.0
39,13862.52,9,5798,north,21,0,0.0,0.0
68,14781.83,15,30136,central,50,1,1091.03,1091.03
41,18150.33,20,44041,south,23,0,0.0,0.0
57,16876.08,16,18490,central,39,0,0.0,0.0
28,13327.96,2,15999,central,10,0,0.0,0.0
49,32140.37,2,8221,central,31,1,549.53,549.53
41,10459.06,12,42679,central,23,0,0.0,0.0
37,18511.68,12,23361,east,19,0,0.0,0.0
35,9555.4,5,23848,west,17,0,0.0,0.0
40,22103.36,4,15452,south,22,0,0.0,0.0
32,8737.49,8,44155,west,14,0,0.0,0.0
48,17869.51,3,44885,west,30,0,0.0,0.0
51,11253.34,4,19600,north,33,0,0.0,0.0
27,9442.33,4,35749,east,9,0,0.0,0.0
37,36966.26,1,40898,north,19,0,0.0,0.0
29,24083.92,3,16650,north,11,0,0.0,0.0
53,27523.72,20,24343,west,35,0,0.0,0.0
50,27830.64,5,6568,north,32,0,0.0,0.0
58,18850.7,20,17981,east,40,1,463.62,463.62
73,18979.95,18,36066,west,55,0,0.0,0.0
52,16343.82,3,19188,west,34,1,789.72,789.72
51,22801.0,7,25854,west,33,0,0.0,0.0
54,12068.48,19,19789,south,36,0,0.0,0.0
34,14750.47,18,7624,east,16,0,0.0,0.0
60,36186.57,13,5864,north,42,0,0.0,0.0
55,17399.28,2,30162,north,37,0,0.0,0.0
42,14738.35,4,47378,north,24,0,0.0,0.0
44,24895.13,1,47602,central,26,0,0.0,0.0
47,16806.49,8,16291,north,29,1,1445.28,1445.28
56,11182.71,6,29616,west,38,0,0.0,0.0
66,28393.18,17,24689,east,48,0,0.0,0.0
71,11599.73,3,30708,east,53,0,0.0,0.0
29,14485.82,18,12401,west,11,0,0.0,0.0
43,25727.47,5,41980,south,25,0,0.0,0.0
35,12889.65,12,49154,south,17,0,0.0,0.0
30,38003.43,14,32318,central,12,1,3676.34,3676.34
22,55990.68,4,47659,central,4,0,0.0,0.0
21,24661.88,16,27584,south,3,0,0.0,0.0
30,15142.88,18,37822,west,12,0,0.0,0.0
20,24615.01,12,23298,west,2,0,0.0,0.0
30,18600.39,10,17475,north,12,0,0.0,0.0
58,19509.1,14,21608,west,40,0,0.0,0.0
32,24147.84,9,41382,north,14,0,0.0,0.0
26,11122.75,15,5442,south,8,0,0.0,0.0
53,8763.41,9,22411,east,35,0,0.0,0.0
54,15781.88,17,18090,south,36,0,0.0,0.0
55,15583.07,15,13817,north,37,0,0.0,0.0
52,16000.04,14,26438,west,34,2,2114.89,4229.78
70,34374.5,13,32493,north,52,2,374.16,748.32
29,11858.76,3,39654,east,11,0,0.0,0.0
37,22091.97,13,30393,east,19,0,0.0,0.0
54,21919.63,7,38056,east,36,0,0.0,0.0
55,19754.52,13,9642,central,37,0,0.0,0.0
21,11842.84,1,14676,east,3,0,0.0,0.0
57,36046.07,6,44011,south,39,0,0.0,0.0
40,18435.27,20,26990,central,22,0,0.0,0.0
54,19151.66,17,41597,south,36,0,0.0,0.0
44,4401.18,20,43219,south,26,0,0.0,0.0
54,8489.58,17,19452,south,36,0,0.0,0.0
32,11845.7,10,27155,east,14,1,603.14,603.14
42,18412.64,15,27039,central,24,0,0.0,0.0
49,29603.53,17,16267,east,31,0,0.0,0.0
33,33452.17,18,28108,south,15,0,0.0,0.0
43,19140.79,6,36133,east,25,0,0.0,0.0
50,20674.73,4,7240,east,32,0,0.0,0.0
28,19356.89,8,9428,north,10,0,0.0,0.0
33,20016.04,17,8229,south,15,1,1624.11,1624.11
52,57646.41,9,32790,south,34,0,0.0,0.0
49,20876.07,3,33964,east,31,0,0.0,0.0
23,15009.26,5,34619,central,5,0,0.0,0.0
40,20647.34,18,8139,west,22,0,0.0,0.0
26,30731.14,16,41051,central,8,0,0.0,0.0
48,14541.77,17,39754,east,30,0,0.0,0.0
23,29121.93,17,26820,south,5,0,0.0,0.0
39,8748.92,5,28230,west,21,0,0.0,0.0
31,8001.15,17,29084,south,13,0,0.0,0.0
29,15144.64,16,16535,north,11,1,605.31,605.31
41,20791.74,17,46702,central,23,0,0.0,0.0
41,11038.47,8,38257,central,23,0,0.0,0.0
25,12482.03,20,14798,south,7,0,0.0,0.0
49,16062.73,15,21495,west,31,0,0.0,0.0
41,31837.91,17,33296,west,23,0,0.0,0.0
33,20346.6,9,17344,central,15,0,0.0,0.0
58,28389.16,18,24823,central,40,0,0.0,0.0
37,21567.65,2,13724,central,19,0,0.0,0.0
54,24349.19,18,45906,south,36,0,0.0,0.0
33,13534.73,6,11476,central,15,0,0.0,0.0
24,27989.29,8,33343,south,6,0,0.0,0.0
44,14554.88,1,35348,north,26,0,0.0,0.0
39,30045.93,15,36763,south,21,1,710.38,710.38
33,25773.29,16,25840,north,15,0,0.0,0.0
30,14000.41,9,5046,north,12,1,168.32,168.32
52,32823.32,19,9484,central,34,0,0.0,0.0
33,38119.03,18,9919,south,15,0,0.0,0.0
45,16821.51,20,27679,east,27,1,906.8,906.8
51,30698.09,18,31550,west,33,0,0.0,0.0
45,15753.01,18,23603,east,27,0,0.0,0.0
75,11507.28,18,20343,west,57,3,899.12,2697.36
37,30067.96,17,29946,south,19,0,0.0,0.0
29,11831.63,2,15194,east,11,0,0.0,0.0
48,12381.06,18,21893,south,30,0,0.0,0.0
46,36852.68,7,44466,north,28,0,0.0,0.0
27,11360.45,4,39527,central,9,0,0.0,0.0
44,20938.78,5,8301,west,26,1,1465.76,1465.76
43,20365.86,2,27896,central,25,0,0.0,0.0
46,19586.01,4,22721,west,28,0,0.0,0.0
46,23183.25,7,11335,east,28,0,0.0,0.0
27,45015.72,16,29202,north,9,0,0.0,0.0
31,13987.88,9,44552,east,13,0,0.0,0.0
52,36130.48,6,47005,east,34,0,0.0,0.0
25,12191.19,11,30537,north,7,0,0.0,0.0
73,9065.96,13,16511,east,55,1,671.69,671.69
35,17371.23,2,46960,south,17,0,0.0,0.0
29,20697.0,1,21901,north,11,0,0.0,0.0
55,7149.88,11,11787,west,37,0,0.0,0.0
53,15037.1,11,20240,east,35,0,0.0,0.0
39,33727.78,19,18752,central,21,0,0.0,0.0
38,9221.88,3,39435,north,20,0,0.0,0.0
40,17950.75,3,13214,west,22,0,0.0,0.0
30,10268.61,16,27204,south,12,0,0.0,0.0
67,12357.28,13,28312,north,49,0,0.0,0.0
58,11868.28,2,26258,east,40,0,0.0,0.0
54,25944.03,10,42670,south,36,0,0.0,0.0
56,16619.46,4,5308,central,38,1,1592.72,1592.72
38,18238.01,7,9757,south,20,0,0.0,0.0
22,26216.52,16,33597,central,4,0,0.0,0.0
26,16763.28,13,34937,south,8,0,0.0,0.0
45,36648.1,13,30578,south,27,0,0.0,0.0
26,26458.04,14,7999,east,8,1,3960.01,3960.01
47,14669.79,7,36483,central,29,0,0.0,0.0
28,23346.9,6,47604,west,10,0,0.0,0.0
43,31407.07,10,7450,south,25,0,0.0,0.0
38,42312.83,14,44220,east,20,0,0.0,0.0
31,9063.58,13,39979,north,13,0,0.0,0.0
45,12398.49,20,19124,west,27,0,0.0,0.0
62,31441.82,12,12448,east,44,0,0.0,0.0
65,26250.97,4,33733,south,47,2,242.03,484.06
29,11725.43,1,15607,south,11,0,0.0,0.0
40,17382.74,16,15604,south,22,0,0.0,0.0
43,21261.51,3,24567,central,25,0,0.0,0.0
56,25071.14,5,48704,central,38,0,0.0,0.0
29,39154.41,13,48620,central,11,0,0.0,0.0
56,18121.25,11,19069,east,38,0,0.0,0.0
31,19857.76,7,18202,central,13,0,0.0,0.0
44,14714.68,7,49985,south,26,0,0.0,0.0
47,30159.39,6,5285,west,29,0,0.0,0.0
35,44833.6,1,39423,central,17,1,1166.67,1166.67
40,43115.24,2,27765,west,22,0,0.0,0.0
33,19331.75,6,49652,north,15,0,0.0,0.0
53,11549.3,20,23244,north,35,0,0.0,0.0
30,29020.72,14,28601,north,12,0,0.0,0.0
23,51761.21,2,43718,central,5,0,0.0,0.0
55,14798.75,17,17763,east,37,0,0.0,0.0
39,14512.88,12,29072,central,21,0,0.0,0.0
33,34921.28,1,5917,east,15,0,0.0,0.0
42,22528.53,16,21208,east,24,0,0.0,0.0
44,31460.55,5,47387,central,26,0,0.0,0.0
35,10737.2,6,5216,west,17,0,0.0,0.0
46,9286.47,11,20467,south,28,1,1706.06,1706.06
36,23853.01,2,12913,central,18,0,0.0,0.0
30,11188.24,12,18779,south,12,0,0.0,0.0
42,18818.63,8,26477,central,24,1,383.44,383.44
34,39598.94,4,13834,north,16,0,0.0,0.0
19,8532.0,16,30260,south,1,0,0.0,0.0
52,14682.24,4,25742,east,34,0,0.0,0.0
51,28228.86,8,39292,east,33,0,0.0,0.0
49,21378.97,19,19379,west,31,0,0.0,0.0
32,34115.97,19,32853,west,14,1,1802.55,1802.55
41,10448.4,14,10239,north,23,0,0.0,0.0
27,8309.81,5,14544,central,9,0,0.0,0.0
37,7402.57,15,32588,central,19,0,0.0,0.0
37,23602.86,7,28255,south,19,0,0.0,0.0
53,17903.63,5,29876,east,35,0,0.0,0.0
20,15051.83,5,20199,east,2,0,0.0,0.0
58,21209.84,5,41440,north,40,1,1066.21,1066.21
45,15007.56,7,31158,east,27,0,0.0,0.0
40,26170.53,10,34668,east,22,0,0.0,0.0
53,12640.73,19,31634,central,35,0,0.0,0.0
51,38296.36,13,43438,west,33,0,0.0,0.0
36,19376.73,20,9070,east,18,0,0.0,0.0
54,40677.53,6,15896,north,36,1,572.94,572.94
43,24707.4,5,18204,central,25,0,0.0,0.0
43,12183.23,19,17676,east,25,0,0.0,0.0
69,13208.13,3,47948,south,51,0,0.0,0.0
65,28676.5,4,31235,west,47,0,0.0,0.0
65,10092.7,10,7442,south,47,0,0.0,0.0
30,16289.62,9,15545,east,12,0,0.0,0.0
53,12056.68,1,26187,east,35,0,0.0,0.0
49,13833.7,1,12282,south,31,0,0.0,0.0
41,19047.74,5,45327,north,23,0,0.0,0.0
33,16353.79,5,15502,north,15,0,0.0,0.0
26,24052.52,5,37235,west,8,1,484.59,484.59
45,5746.79,20,35846,south,27,1,576.06,576.06
48,13089.36,13,40305,north,30,0,0.0,0.0
42,43567.36,7,38337,east,24,0,0.0,0.0
39,17442.01,20,10763,east,21,0,0.0,0.0
36,22625.39,8,5459,north,18,0,0.0,0.0
32,32044.19,14,16984,central,14,0,0.0,0.0
32,24823.07,13,42123,west,14,1,354.61,354.61
37,36068.18,4,47297,south,19,1,697.21,697.21
44,23798.61,19,21503,east,26,1,1711.1,1711.1
55,14348.95,12,11172,south,37,0,0.0,0.0
38,18160.13,18,16140,north,20,1,1239.66,1239.66
50,21421.45,13,28982,south,32,1,1085.3,1085.3
64,7533.1,16,38177,west,46,0,0.0,0.0
31,18205.58,1,33419,west,13,2,1474.7,2949.4
27,17164.56,13,21096,north,9,0,0.0,0.0
41,7818.5,11,8630,east,23,0,0.0,0.0
34,37930.5,7,39551,east,16,1,131.09,131.09
54,27877.25,20,39009,north,36,0,0.0,0.0
52,34885.03,19,34281,central,34,0,0.0,0.0
52,18001.84,17,17422,east,34,0,0.0,0.0
48,6750.1,16,12756,east,30,0,0.0,0.0
51,18602.49,6,19792,west,33,0,0.0,0.0
27,21006.21,19,21104,north,9,0,0.0,0.0
43,19196.98,12,18728,south,25,0,0.0,0.0
43,25237.36,16,33739,central,25,0,0.0,0.0
40,6146.58,7,22334,east,22,0,0.0,0.0
25,25622.17,2,17277,central,7,0,0.0,0.0
39,12405.92,1,32445,central,21,0,0.0,0.0
41,18679.13,2,26613,south,23,0,0.0,0.0
39,47739.45,1,9775,central,21,1,1214.79,1214.79
32,7615.11,19,22256,central,14,0,0.0,0.0
35,8728.03,7,11565,south,17,0,0.0,0.0
30,43754.96,8,26917,south,12,0,0.0,0.0
46,21280.6,9,17683,west,28,0,0.0,0.0
47,12346.68,4,39855,west,29,0,0.0,0.0
49,11575.59,11,18094,east,31,0,0.0,0.0
23,16546.07,11,16273,west,5,0,0.0,0.0
62,22292.53,11,18623,central,44,0,0.0,0.0
62,25393.77,12,35782,west,44,0,0.0,0.0
47,25496.51,8,44365,east,29,0,0.0,0.0
44,9924.7,2,28228,central,26,0,0.0,0.0
55,12301.27,2,9598,south,37,0,0.0,0.0
30,18494.69,11,49238,north,12,0,0.0,0.0
57,16599.77,17,18626,west,39,0,0.0,0.0
51,29926.03,8,9481,central,33,0,0.0,0.0
52,12001.37,19,17746,west,34,0,0.0,0.0
37,17597.89,3,37873,east,19,1,295.85,295.85
52,13482.73,15,24687,south,34,0,0.0,0.0
25,23740.41,6,42507,south,7,0,0.0,0.0
55,17904.34,19,6658,south,37,0,0.0,0.0
22,28447.05,17,45833,central,4,2,2037.74,4075.48
46,5287.76,5,21397,north,28,0,0.0,0.0
62,32407.21,3,27170,south,44,0,0.0,0.0
31,15403.36,8,30347,north,13,0,0.0,0.0
60,10691.54,3,46516,south,42,0,0.0,0.0
44,13623.19,16,26330,north,26,0,0.0,0.0
49,22018.42,13,13332,north,31,0,0.0,0.0
61,26500.7,11,19158,west,43,0,0.0,0.0
24,15401.99,2,46773,west,6,0,0.0,0.0
47,15437.17,9,24541,west,29,0,0.0,0.0
35,17799.16,4,11826,south,17,0,0.0,0.0
49,24967.69,10,30504,east,31,0,0.0,0.0
22,29738.26,19,38865,west,4,1,791.83,791.83
39,12425.3,13,37462,west,21,0,0.0,0.0
43,8721.78,9,44560,west,25,0,0.0,0.0
29,14460.53,9,18127,east,11,1,97.09,97.09
42,17752.69,17,12861,north,24,0,0.0,0.0
40,20992.87,20,11288,north,22,0,0.0,0.0
48,24020.4,8,47521,east,30,0,0.0,0.0
54,19184.81,1,17837,central,36,0,0.0,0.0
48,30722.7,7,37143,west,30,0,0.0,0.0
58,31576.42,12,26572,north,40,0,0.0,0.0
53,21785.08,19,8080,south,35,0,0.0,0.0
48,24669.26,17,34611,west,30,1,598.16,598.16
45,24986.03,14,47715,north,27,0,0.0,0.0
45,28028.16,7,32142,central,27,0,0.0,0.0
35,18332.24,8,39251,central,17,1,466.98,466.98
23,8575.37,13,44037,north,5,1,516.75,516.75
53,17854.9,20,49068,central,35,0,0.0,0.0
53,16636.04,7,43622,north,35,0,0.0,0.0
55,12533.64,16,40449,south,37,1,280.01,280.01
19,22457.71,16,25458,central,1,0,0.0,0.0
31,14977.57,14,45244,central,13,0,0.0,0.0
40,5458.66,16,27361,west,22,0,0.0,0.0
40,17964.42,19,10488,north,22,0,0.0,0.0
55,26705.12,18,40752,west,37,1,370.14,370.14
37,20589.43,16,40614,central,19,0,0.0,0.0
30,33280.39,6,16363,south,12,0,0.0,0.0
60,21562.61,14,42527,east,42,0,0.0,0.0
59,20994.21,12,7756,west,41,0,0.0,0.0
36,35975.34,18,36356,central,18,0,0.0,0.0
58,51916.8,2,17535,east,40,0,0.0,0.0
54,11177.56,5,19677,east,36,0,0.0,0.0
23,11847.25,6,5632,west,5,0,0.0,0.0
34,20090.96,15,14585,central,16,0,0.0,0.0
46,12698.51,13,15514,north,28,0,0.0,0.0
55,34201.88,17,10149,north,37,0,0.0,0.0
42,24707.32,13,31274,east,24,0,0.0,0.0
34,13833.83,13,44047,south,16,0,0.0,0.0
33,21342.84,9,42406,south,15,0,0.0,0.0
51,22291.98,1,20067,south,33,0,0.0,0.0
37,21251.84,18,37534,east,19,0,0.0,0.0
60,5355.45,3,14449,west,42,0,0.0,0.0
57,36973.88,6,47488,south,39,1,3227.07,3227.07
53,30268.96,15,17574,north,35,0,0.0,0.0
48,38132.95,2,14518,west,30,0,0.0,0.0
47,10188.52,4,25632,central,29,0,0.0,0.0
57,8095.81,15,5580,north,39,0,0.0,0.0
37,29993.8,6,16044,west,19,0,0.0,0.0
70,25183.27,9,23644,west,52,0,0.0,0.0
66,20214.54,7,15016,central,48,0,0.0,0.0
20,10963.67,14,22948,south,2,1,135.52,135.52
30,18080.98,12,39682,south,12,1,1217.58,1217.58
45,24069.45,14,32379,north,27,0,0.0,0.0
56,17554.41,11,34477,central,38,0,0.0,0.0
30,6501.0,20,35987,north,12,0,0.0,0.0
55,7929.01,17,15466,east,37,0,0.0,0.0
34,10264.34,20,29338,central,16,0,0.0,0.0
45,39664.62,18,47448,east,27,0,0.0,0.0
43,16455.64,2,35292,east,25,1,417.03,417.03
32,29009.13,15,15670,south,14,0,0.0,0.0
47,9193.9,17,16777,south,29,0,0.0,0.0
36,46904.03,1,38928,north,18,0,0.0,0.0
29,14259.61,11,33932,central,11,0,0.0,0.0
21,35295.03,5,21473,central,3,0,0.0,0.0
51,29650.26,15,28439,south,33,0,0.0,0.0
44,14145.5,8,37405,west,26,0,0.0,0.0
45,11372.65,9,23638,west,27,0,0.0,0.0
29,16535.08,4,33001,east,11,1,116.76,116.76
40,13116.66,7,28076,north,22,1,369.62,369.62
45,48463.53,13,16354,north,27,0,0.0,0.0
35,11990.32,13,23442,east,17,1,1289.41,1289.41
62,11380.0,18,46174,south,44,0,0.0,0.0
50,12394.33,10,28818,east,32,1,867.12,867.12
41,8621.72,10,41321,south,23,0,0.0,0.0
46,22830.17,19,6688,south,28,1,778.08,778.08
58,17248.42,4,12346,north,40,1,587.05,587.05
61,25519.74,6,36638,north,43,0,0.0,0.0
59,9540.71,9,35103,central,41,0,0.0,0.0
28,15389.91,10,16494,north,10,0,0.0,0.0
31,41382.87,14,40386,east,13,1,383.12,383.12
28,9445.04,15,19124,north,10,0,0.0,0.0
49,19527.39,14,39152,west,31,0,0.0,0.0
57,24432.41,11,47521,central,39,0,0.0,0.0
37,22119.01,16,49735,south,19,0,0.0,0.0
37,12446.15,7,40987,east,19,0,0.0,0.0
36,7593.03,6,5031,south,18,0,0.0,0.0
29,40714.22,12,12276,south,11,0,0.0,0.0
68,57123.96,19,38826,west,50,1,1373.08,1373.08
39,8054.24,7,37492,west,21,0,0.0,0.0
54,10450.41,10,28713,central,36,0,0.0,0.0
68,39869.93,14,15782,west,50,0,0.0,0.0
64,15824.7,19,35521,central,46,0,0.0,0.0
28,12578.96,7,17811,north,10,0,0.0,0.0
40,14159.79,11,36298,east,22,0,0.0,0.0
46,30670.4,17,35566,north,28,0,0.0,0.0
60,10188.36,15,39119,east,42,1,1033.66,1033.66
43,15512.76,2,34489,south,25,0,0.0,0.0
31,10190.61,12,25547,east,13,0,0.0,0.0
39,14547.96,8,5796,west,21,0,0.0,0.0
20,12725.84,16,7982,north,2,0,0.0,0.0
48,25364.26,19,11909,west,30,0,0.0,0.0
52,14825.43,15,22804,west,34,0,0.0,0.0
41,19747.4,16,28968,west,23,0,0.0,0.0
56,12664.25,7,25748,west,38,0,0.0,0.0
32,10972.69,17,35834,south,14,0,0.0,0.0
53,18732.77,3,39720,north,35,0,0.0,0.0
38,16868.8,6,41872,east,20,0,0.0,0.0
35,23887.07,4,26602,west,17,0,0.0,0.0
34,19484.86,16,14814,central,16,0,0.0,0.0
52,52764.64,20,9699,east,34,0,0.0,0.0
44,21792.83,15,46839,north,26,0,0.0,0.0
42,37632.46,15,46413,east,24,0,0.0,0.0
50,12259.45,5,7297,east,32,0,0.0,0.0
39,19819.14,12,40636,east,21,1,289.65,289.65
42,9065.81,9,31647,central,24,1,441.27,441.27
61,11000.92,16,17290,north,43,0,0.0,0.0
29,8466.07,19,26321,central,11,0,0.0,0.0
32,9971.91,8,19756,north,14,0,0.0,0.0
61,10337.98,14,34205,west,43,0,0.0,0.0
55,7120.7,1,31783,west,37,0,0.0,0.0
37,20273.31,12,8589,south,19,0,0.0,0.0
34,7438.42,15,11827,north,16,0,0.0,0.0
34,7603.32,17,42028,south,16,0,0.0,0.0
56,36093.03,15,21214,east,38,0,0.0,0.0
38,19709.07,2,5970,south,20,0,0.0,0.0
32,9192.81,18,49963,central,14,0,0.0,0.0
56,19847.81,18,16105,north,38,0,0.0,0.0
28,18041.36,18,44683,south,10,1,642.63,642.63
40,11574.74,18,42324,east,22,0,0.0,0.0
59,24680.14,12,46250,south,41,0,0.0,0.0
49,11918.75,11,13146,south,31,0,0.0,0.0
73,39463.73,7,23438,east,55,0,0.0,0.0
40,27271.56,3,10175,east,22,0,0.0,0.0
41,11954.43,9,43185,central,23,0,0.0,0.0
38,25666.89,20,8940,north,20,0,0.0,0.0
49,12530.21,11,10460,east,31,0,0.0,0.0
44,15982.27,4,32431,west,26,0,0.0,0.0
49,11939.99,16,40010,south,31,1,291.51,291.51
32,15641.35,2,18747,south,14,0,0.0,0.0
51,16143.62,4,41829,central,33,0,0.0,0.0
53,12900.54,7,26984,west,35,0,0.0,0.0
44,19238.75,19,28131,north,26,1,1738.62,1738.62
34,16978.96,20,31118,west,16,0,0.0,0.0
62,33272.97,17,47264,east,44,0,0.0,0.0
55,5265.42,10,11065,central,37,0,0.0,0.0
50,11304.59,16,45021,east,32,0,0.0,0.0
27,22602.38,13,13210,central,9,0,0.0,0.0
45,15678.03,7,27654,south,27,0,0.0,0.0
49,17821.43,18,34579,north,31,1,149.4,149.4
35,13680.03,9,6719,east,17,0,0.0,0.0
35,43448.53,4,27951,central,17,0,0.0,0.0
54,23130.85,17,44234,north,36,0,0.0,0.0
44,52954.75,2,6064,west,26,0,0.0,0.0
33,15638.56,5,11824,east,15,0,0.0,0.0
40,19219.41,9,41967,east,22,1,946.48,946.48
26,9919.85,10,15913,north,8,0,0.0,0.0
44,16930.69,20,30441,north,26,0,0.0,0.0
72,16293.18,5,44167,east,54,0,0.0,0.0
45,24365.61,19,25393,west,27,0,0.0,0.0
49,13130.65,4,30048,north,31,0,0.0,0.0
41,12090.03,11,22224,north,23,1,889.8,889.8
31,12928.14,12,34385,north,13,0,0.0,0.0
41,13737.55,3,37140,south,23,0,0.0,0.0
40,27681.05,19,19627,central,22,1,1427.51,1427.51
59,9827.05,4,20538,north,41,0,0.0,0.0
35,28566.81,7,24381,central,17,0,0.0,0.0
56,11525.36,18,46565,central,38,0,0.0,0.0
34,31437.8,18,13455,south,16,0,0.0,0.0
50,40912.34,1,35792,west,32,0,0.0,0.0
27,7580.32,9,14852,south,9,0,0.0,0.0
50,22005.68,20,37209,west,32,0,0.0,0.0
35,16700.23,1,46101,central,17,0,0.0,0.0
24,19006.14,20,30133,west,6,1,778.34,778.34
32,8108.21,3,11112,south,14,1,303.42,303.42
47,10616.24,10,5469,north,29,0,0.0,0.0
46,37043.01,6,44008,central,28,0,0.0,0.0
24,19446.22,10,36198,central,6,0,0.0,0.0
48,16886.87,15,15961,north,30,0,0.0,0.0
40,41197.2,1,38083,north,22,0,0.0,0.0
33,34066.15,16,9089,central,15,0,0.0,0.0
34,14314.05,7,40943,east,16,0,0.0,0.0
46,52578.25,15,15000,south,28,0,0.0,0.0
40,32291.24,3,25767,west,22,0,0.0,0.0
33,23625.08,20,12084,east,15,0,0.0,0.0
37,12864.71,19,43785,east,19,1,1635.64,1635.64
33,27137.78,15,42186,central,15,1,1550.73,1550.73
36,16908.89,16,33733,east,18,0,0.0,0.0
26,19718.42,1,36408,east,8,0,0.0,0.0
24,27729.72,11,9682,south,6,0,0.0,0.0
33,26958.5,20,5513,central,15,0,0.0,0.0
52,26867.82,8,23737,east,34,0,0.0,0.0
42,13745.37,7,31816,east,24,0,0.0,0.0
48,37223.97,18,19571,west,30,0,0.0,0.0
41,9562.54,8,13226,central,23,0,0.0,0.0
46,5164.39,12,20128,west,28,1,1827.56,1827.56
33,6465.41,8,19020,central,15,0,0.0,0.0
33,13045.52,10,23151,central,15,0,0.0,0.0
41,53344.93,13,22856,west,23,0,0.0,0.0
59,19210.06,4,36973,central,41,0,0.0,0.0
30,22024.16,17,30997,east,12,1,1213.36,1213.36
35,24646.46,1,25642,west,17,0,0.0,0.0
36,7691.94,20,9689,south,18,0,0.0,0.0
68,23249.64,3,9653,central,50,0,0.0,0.0
43,19887.98,13,30824,south,25,0,0.0,0.0
42,16764.59,2,21794,east,24,1,486.58,486.58
36,20233.66,6,40879,north,18,0,0.0,0.0
19,18851.05,10,47980,west,1,0,0.0,0.0
54,20663.39,12,28910,west,36,0,0.0,0.0
27,9471.69,16,35475,north,9,1,923.74,923.74
39,19631.42,17,14767,east,21,0,0.0,0.0
27,30176.96,18,34747,central,9,1,1570.43,1570.43
55,14700.15,12,18482,east,37,0,0.0,0.0
49,27111.07,10,12213,west,31,0,0.0,0.0
24,29977.54,4,18132,east,6,0,0.0,0.0
31,18495.38,5,12247,west,13,0,0.0,0.0
43,21699.11,5,34833,north,25,0,0.0,0.0
20,16695.95,15,6896,south,2,0,0.0,0.0
21,23430.99,3,10745,west,3,0,0.0,0.0
37,19851.56,9,49156,west,19,0,0.0,0.0
51,9492.92,14,29632,central,33,1,463.53,463.53
38,11269.33,5,10165,south,20,0,0.0,0.0
56,32955.1,8,25924,south,38,0,0.0,0.0
42,9522.59,2,30517,west,24,0,0.0,0.0
37,14351.79,15,46714,north,19,0,0.0,0.0
54,9435.44,4,6934,west,36,0,0.0,0.0
29,47208.84,14,29821,south,11,0,0.0,0.0
50,36067.86,14,26887,east,32,0,0.0,0.0
55,24931.19,19,16337,north,37,0,0.0,0.0
37,13687.44,20,49756,central,19,0,0.0,0.0
24,23391.24,17,45439,west,6,1,1433.53,1433.53
19,20971.34,10,19222,central,1,2,1939.67,3879.34
33,14561.77,6,14615,central,15,0,0.0,0.0
36,25159.41,1,25552,north,18,1,596.25,596.25
40,16528.94,17,37738,central,22,0,0.0,0.0
41,28285.74,16,47144,west,23,0,0.0,0.0
35,31477.27,9,49765,central,17,0,0.0,0.0
31,16025.64,16,37589,central,13,1,271.93,271.93
28,13801.04,9,44001,north,10,0,0.0,0.0
25,10229.64,5,37936,west,7,0,0.0,0.0
45,21440.98,18,46430,central,27,0,0.0,0.0
54,24187.94,6,9528,west,36,0,0.0,0.0
29,26546.6,17,35095,west,11,2,530.41,1060.82
51,15213.96,5,15318,west,33,1,1420.0,1420.0
35,13770.27,12,38203,west,17,0,0.0,0.0
51,10260.25,10,36928,north,33,0,0.0,0.0
54,19526.58,12,32286,east,36,0,0.0,0.0
43,27099.06,1,14407,central,25,0,0.0,0.0
27,6242.55,7,9506,north,9,0,0.0,0.0
26,11135.15,3,16452,east,8,0,0.0,0.0
